"Region","rsu_raf","nombre","glosa","fono","Socios","Socias","FechaConstitucion","Column1","NombreOficina","Empresa","total","tramo","tipo","anio","Mes","Dia","antiguedad","decada","codigo_region"
"Metropolitana",13231169,"SINDICATO DE ESTABLECIMIENTO DE TRABAJADORES DE LA EMPRESA MASONITE CHILE S.A","ACTIVO",NA,60,13,2018-05-04,"162100 FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS A BASE DE MADERA","ICT NORTE CHACABUCO",": 96773280-K MASONITE CHILE S.A.",73,"Entre 51 y 100","Establecimiento",2018,5,4,4,"Entre 2011 a 2020","13"
"Valparaíso",5011069,"SINDICATO DE ESTABLECIMIENTO LIDER EXPRESS CURAUMA","ACTIVO",NA,24,32,2018-05-14,"471100 VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)","IPT VALPARAISO",": 76134941-4 ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA: 76134946-5 ADMINISTRADORA DE SUPERMERCADOS EXPRESS LIMITADA: 76232647-7 WALMART CHILE MAYORISTA LTDA.: 76473580-3 EKONO LIMITADA: 76833720-9 ABARROTES ECONOMICOS LIMITADA",56,"Entre 51 y 100","Establecimiento",2018,5,14,3,"Entre 2011 a 2020","05"
"Atacama",3010552,"SINDICATO DE EMPRESA BAILAC SERVICIOS EN AHORRO DE NEUMATICOS LIMITADA, ESTABLECIMIENTO CANDELARIA","ACTIVO","961891267",29,0,2018-04-30,"331100 REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL","IPT COPIAPO",": 77247050-9 BAILAC SERVICIOS EN AHORRO DE NEUMATICOS LTDA.",29,"40 o menos","Establecimiento",2018,4,30,4,"Entre 2011 a 2020","03"
"Metropolitana",13220592,"SINDICATO DE TRABAJADORES INTEGRAMEDICA ESTABLECIMIENTO LAS CONDES","ACTIVO",NA,2,20,2018-04-26,"862021 CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA)","ICT SANTIAGO ORIENTE",": 76098454-K INTEGRAMEDICA S.A",22,"40 o menos","Establecimiento",2018,4,26,4,"Entre 2011 a 2020","13"
"Valparaíso",5061017,"SINDICATO ESTABLECIMIENTO ARAMARK BARRIO CONTRATISTA","ACTIVO","98003355",5,7,2018-05-15,"960909 OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","ICT VIÑA DEL MAR",": 76178360-2 CENTRAL DE RESTAURANTES ARAMARK LTDA",12,"40 o menos","Establecimiento",2018,5,15,3,"Entre 2011 a 2020","05"
"Metropolitana",13220593,"SINDICATO DE EMPRESA SERVICIOS GENERALES FALABELLA ZONA ORIENTE SPA, ESTABLECIMIENTO LOS DOMINICOS","ACTIVO","954118124",47,94,2018-05-16,NA,"ICT SANTIAGO ORIENTE",": 77261280-K FALABELLA RETAIL S.A.",141,"Entre 101 y 200","Establecimiento",2018,5,16,3,"Entre 2011 a 2020","13"
"Antofagasta",2020690,"SINDICATO DE TRABAJADORES DE EMPRESA HIGH SERVICE CONTRATO Nº 4501713189, ESTABLECIMIENTO CONCENTRADORA TOSTACION DE LA DIVISION MINISTRO HALES","ACTIVO",NA,31,0,2018-05-16,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 77276280-1 METSO INDUSTRIAL SERVICES SPA",31,"40 o menos","Establecimiento",2018,5,16,3,"Entre 2011 a 2020","02"
"Antofagasta",2011118,"SINDICATO N° 2 DE TRABAJADORES LAGUNA COLORADOS EMPRESA BROADSPECTRUM, ESTABLECIMIENTO MINERA ESCONDIDA","ACTIVO","NULL",75,0,2018-05-15,NA,"IPT ANTOFAGASTA",": 76050301-0 BERLIAM SPA",75,"Entre 51 y 100","Establecimiento",2018,5,15,3,"Entre 2011 a 2020","02"
"Metropolitana",13231177,"SINDICATO DE TRABAJADORES DE ESTABLECIMIENTO TOTTUS QUILICURA","ACTIVO",NA,7,41,2018-05-15,"471100 VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)","ICT NORTE CHACABUCO",": 78627210-6 HIPERMERCADOS TOTTUS S.A.",48,"Entre 41 y 50","Establecimiento",2018,5,15,3,"Entre 2011 a 2020","13"
"O'Higgins",6020264,"SINDICATO DE ESTABLECIMIENTO RIPLEY SAN FERNANDO DE EMPRESA COMERCIAL ECCSA S.A.","ACTIVO",NA,46,25,2018-05-30,"0 ACTIVIDADES NO ESPECIFICADAS","IPT COLCHAGUA (SAN FERNANDO)",": 83382700-6 COMERCIAL ECCSA S.A.",71,"Entre 51 y 100","Establecimiento",2018,5,30,3,"Entre 2011 a 2020","06"
"Aysen",11010174,"SINDICATO DE ESTABLECIMIENTO AREAS VERDES, BARRIDO Y TRANSITO COYHAIQUE","ACTIVO",NA,40,44,2018-06-01,NA,"IPT COIHAIQUE",": 76160356-6 ECO SWEEP CONCESIONES LIMITADA",84,"Entre 51 y 100","Establecimiento",2018,6,1,3,"Entre 2011 a 2020","11"
"Magallanes",12010365,"SINDICATO DE CONDUCTORES DE BUSES RUTAS DEL SUR ESTABLECIMIENTO MAGALLANES","ACTIVO",NA,26,0,2018-06-01,"492250 TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS ","IPT MAGALLANES (PUNTA ARENAS)",": 76264655-2 MANTENIMIENTO Y SERVICIOS BUSES HUALPEN SPA: 84794200-2 EMPRESA DE BUSES HUALPEN LIMITADA",26,"40 o menos","Establecimiento",2018,6,1,3,"Entre 2011 a 2020","12"
"Valparaíso",5061021,"SINDICATO 1 DE ESTABLECIMIENTO TIENDA MEGA JOHNSON VIÑA DEL MAR","ACTIVO",NA,11,23,2018-06-05,"471910 VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS)","ICT VIÑA DEL MAR",": 96988700-2 MEGA JOHNSON´S LA SERENA S.A",34,"40 o menos","Establecimiento",2018,6,5,3,"Entre 2011 a 2020","05"
"Valparaíso",5030329,"SINDICATO DE ESTABLECIMIENTO Nº1 DE REPRODUCTORAS SOPRAVAL PUCALAN","ACTIVO","NULL",53,0,2018-05-25,NA,"IPT QUILLOTA",": 82366700-0 SOPRAVAL S.A.",53,"Entre 51 y 100","Establecimiento",2018,5,25,3,"Entre 2011 a 2020","05"
"Coquimbo",4030193,"SINDICATO DE ESTABLECIMIENTO EMPRESA SOLUCIONES MINERAS SPA FAENA MINERA LOS PELAMBRES","ACTIVO",NA,49,0,2018-06-12,NA,"IPT CHOAPA (ILLAPEL)",": 76376573-3 EMPRESA DE SOLUCIONES MINERAS ESM SPA",49,"Entre 41 y 50","Establecimiento",2018,6,12,3,"Entre 2011 a 2020","04"
"Arica y Parinacota",15010546,"SINDICATO DE ESTABLECIMIENTO RIPLEY ARICA STORE S.P.A.","ACTIVO","946242579",25,60,2018-06-20,"471910 VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS)","IPT ARICA",": 76879810-9 RIPLEY STORE SPA: 83382700-6 COMERCIAL ECCSA S.A.",85,"Entre 51 y 100","Establecimiento",2018,6,20,3,"Entre 2011 a 2020","15"
"Valparaíso",5011075,"SINDICATO DE EMPRESA FUNDACION ALMIRANTE CARLOS CONDELL, ESTABLECIMIENTO COLEGIO GUARDIA MARINA RIQUELME","ACTIVO",NA,6,21,2018-06-22,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","IPT VALPARAISO",": 71142500-4 FUNDACION ALMIRANTE CARLOS CONDELL",27,"40 o menos","Establecimiento",2018,6,22,3,"Entre 2011 a 2020","05"
"Valparaíso",5050331,"SINDICATO TOTTUS ESTABLECIMIENTO LOS ANDES","ACTIVO",NA,14,37,2018-07-04,NA,"IPT LOS ANDES",": 78627210-6 HIPERMERCADOS TOTTUS S.A.",51,"Entre 51 y 100","Establecimiento",2018,7,4,3,"Entre 2011 a 2020","05"
"Maule",7030241,"SINDICATO DE TRABAJADORES ESTABLECIMIENTO MULTITIENDAS CORONA S.A. LINARES","ACTIVO","NULL",16,31,2018-07-03,NA,"IPT LINARES",": 83150900-7 MULTITIENDAS CORONA S.A.",47,"Entre 41 y 50","Establecimiento",2018,7,3,3,"Entre 2011 a 2020","07"
"O'Higgins",6020265,"SINDICATO TRABAJADORES DE ESTABLECIMIENTO DE EMPRESA D Y M BASE NANCAGUA","ACTIVO","NULL",25,0,2018-06-14,NA,"IPT COLCHAGUA (SAN FERNANDO)",": 76671030-1 OYARZUN Y JERALDO LTDA",25,"40 o menos","Establecimiento",2018,6,14,3,"Entre 2011 a 2020","06"
"Antofagasta",2020693,"SINDICATO DE EMPRESA TOTTUS, ESTABLECIMIENTO CALAMA CENTRO","ACTIVO",NA,10,65,2018-06-28,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 76557960-0 SERVICIOS GENERALES TOTTUS LTDA.",75,"Entre 51 y 100","Establecimiento",2018,6,28,3,"Entre 2011 a 2020","02"
"Araucania",9050102,"SINDICATO DE TRABAJADORES MULTITIENDA CORONA S.A. ESTABLECIMIENTO VILLARRICA","ACTIVO",NA,4,22,2018-07-13,"0 ACTIVIDADES NO ESPECIFICADAS","ICT VILLARRICA",": 83150900-7 MULTITIENDAS CORONA S.A.",26,"40 o menos","Establecimiento",2018,7,13,3,"Entre 2011 a 2020","09"
"Metropolitana",13160417,"SINDICATO DE ESTABLECIMIENTO CONTACT CENTER INTEGRAMEDICA","ACTIVO",NA,4,47,2018-07-25,"619010 CENTROS DE LLAMADOS Y CENTROS DE ACCESO A INTERNET","ICT LA FLORIDA",": 76098454-K INTEGRAMEDICA S.A",51,"Entre 51 y 100","Establecimiento",2018,7,25,3,"Entre 2011 a 2020","13"
"Tarapacá",1040034,"SINDICATO MINETEC COLLAHUASI","ACTIVO","NULL",25,0,2018-07-03,NA,"ICT ALTOHOSPICIO",": 76009926-0 MINETEC S.A.",25,"40 o menos","Establecimiento",2018,7,3,3,"Entre 2011 a 2020","01"
"Araucania",9050103,"SINDICATO DE REPRODUCTORES CURARRFEHUE DE PESQUERA LOS FIORDOS LTDA. ESTABLECIMIENTO DE CATRIPULLI","ACTIVO","NULL",23,2,2018-07-25,NA,"ICT VILLARRICA",NA,25,"40 o menos","Establecimiento",2018,7,25,3,"Entre 2011 a 2020","09"
"Antofagasta",2011123,"SINDICATO DE TRABAJADORES TANDEM ESTABLECIMIENTO LOMAS BAYAS","ACTIVO","NULL",31,1,2018-07-20,NA,"IPT ANTOFAGASTA",": 99593350-0 TANDEM S.A",32,"40 o menos","Establecimiento",2018,7,20,3,"Entre 2011 a 2020","02"
"Antofagasta",2011124,"SINDICATO KOMATSU ESTABLECIMIENTO CENTINELA","ACTIVO",NA,27,1,2018-08-06,NA,"IPT ANTOFAGASTA",": 96843130-7 KOMATSU CHILE S.A",28,"40 o menos","Establecimiento",2018,8,6,3,"Entre 2011 a 2020","02"
"Antofagasta",2020695,"SINDICATO DE ESTABLECIMIENTO DE EMPRESA BUSES HUALPEN LTDA. CENTRO DE TRABAJO PROVINCIA EL LOA Y DIVISION GABRIELA MISTRAL - CODELCO CHILE","ACTIVO",NA,47,7,2018-07-20,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 84794200-2 EMPRESA DE BUSES HUALPEN LIMITADA",54,"Entre 51 y 100","Establecimiento",2018,7,20,3,"Entre 2011 a 2020","02"
"Atacama",3010556,"SINDICATODE EMPRESA BAILAC SERVICIOS EN AHORRO DE NEUMATICOS, ESTABLECIMIENTO CERRO NEGRO NORTE","ACTIVO","940445650",25,3,2018-08-01,"522990 OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.","IPT COPIAPO",": 77247050-9 BAILAC SERVICIOS EN AHORRO DE NEUMATICOS LTDA.",28,"40 o menos","Establecimiento",2018,8,1,3,"Entre 2011 a 2020","03"
"Araucania",9010743,"SINDICATO ESTABLECIMIENTO CUGAT TEMUCO","ACTIVO",NA,22,30,2018-08-14,"471100 VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)","IPT TEMUCO",": 76407505-6 SUPERMERCADOS CENTRAL LIMITADA",52,"Entre 51 y 100","Establecimiento",2018,8,14,3,"Entre 2011 a 2020","09"
"Antofagasta",2020696,"SINDICATO DE TRABAJADORES BROADSPECTRUM CHILE SPA DE ESTABLECIMIENTO RADOMIRO TOMIC ELECTRICOS MINA","ACTIVO",NA,31,0,2018-08-14,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 76050301-0 BERLIAM SPA",31,"40 o menos","Establecimiento",2018,8,14,3,"Entre 2011 a 2020","02"
"Antofagasta",2020697,"SINDICATO DE ESTABLECIMIENTO DE EMPRESA SEMAR, CENTRO DE TRABAJO CHUQUICAMATA","ACTIVO",NA,26,0,2018-08-09,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 76370253-7 SOCIEDAD DE TRANSPORTE, ARRENDAMIENTO Y SERVICIOS COSANDO LIMITADA",26,"40 o menos","Establecimiento",2018,8,9,3,"Entre 2011 a 2020","02"
"Metropolitana",13231186,"SINDICATO DE ESTABLECIMIENTO DE TRABAJADORES TOTTUS CHAMISERO","ACTIVO",NA,15,40,2018-08-21,NA,"ICT NORTE CHACABUCO",": 76557960-0 SERVICIOS GENERALES TOTTUS LTDA.",55,"Entre 51 y 100","Establecimiento",2018,8,21,3,"Entre 2011 a 2020","13"
"Antofagasta",2011126,"SINDICATO DE TRABAJADORES EMPRESA SCHWAGER SERVICE S.A. ESTABLECIMIENTO MANTOS BLANCOS","ACTIVO",NA,56,0,2018-08-24,NA,"IPT ANTOFAGASTA",": 76145047-6 SCHWAGER SERVICE SA",56,"Entre 51 y 100","Establecimiento",2018,8,24,3,"Entre 2011 a 2020","02"
"Antofagasta",2020698,"SINDICATO NUMERO DOS DE TRABAJADORES DISTRIBUIDORA CUMMINS CHILE","ACTIVO",NA,90,1,2018-08-30,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 96843140-4 DISTRIBUIDORA CUMMINS CHILE SA.",91,"Entre 51 y 100","Establecimiento",2018,8,30,3,"Entre 2011 a 2020","02"
"Maule",7080062,"SINDICATO DE ESTABLECIMIENTO DE LA EMPRESA STARCO S.A.","ACTIVO",NA,34,0,2018-09-05,NA,"ICT PARRAL",": 88446500-1 STARCO S.A.",34,"40 o menos","Establecimiento",2018,9,5,3,"Entre 2011 a 2020","07"
"Metropolitana",13160420,"SINDICATO DE ESTABLECIMIENTO TRABAJADORES DE LA EDUCACION COLEGIO BROTHER´S DE LA CORPORACIÓN EDUCACIONAL EL BOSQUE","ACTIVO","NULL",9,16,2018-09-10,NA,"ICT LA FLORIDA",": 65115066-3 CORPORACION EDUCACIONAL EL BOSQUE",25,"40 o menos","Establecimiento",2018,9,10,3,"Entre 2011 a 2020","13"
"Atacama",3010561,"SINDICATO DE EMPRESA HIPERMERCADO TOTTUS S.A. ESTABLECIMIENTO LOS CARRERA","ACTIVO",NA,13,17,2018-08-17,"471100 VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)","IPT COPIAPO",": 78627210-6 HIPERMERCADOS TOTTUS S.A.",30,"40 o menos","Establecimiento",2018,8,17,3,"Entre 2011 a 2020","03"
"Antofagasta",2020700,"SINDICATO DE TRABAJADORES FERROVIARIOS DEL FERROCARRIL ANTOFAGASTA A BOLIVIA, ESTABLECIMIENTO CALAMA","ACTIVO",NA,58,0,2018-08-23,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 81148200-5 FERROCARRIL ANTOFAGASTA A BOLIVIA",58,"Entre 51 y 100","Establecimiento",2018,8,23,3,"Entre 2011 a 2020","02"
"Ñuble",16010469,"SINDICATO DE LA FUNDACIÓN NACIONAL DEL COMERCIO PARA LA EDUCACIÓN - ESTABLECIMIENTO CHILLÁN","ACTIVO",NA,4,22,2018-09-24,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","IPT ÑUBLE (CHILLAN)",": 71499900-1 FUNDACIÓN NACIONAL DEL COMERCIO PARA LA EDUCACIÓN, COMEDUC",26,"40 o menos","Establecimiento",2018,9,24,3,"Entre 2011 a 2020","16"
"Coquimbo",4040434,"SINDICATO ESTABLECIMIENTO DE EMPRESA TRANSPORTES FACTOR DISTRIBUCION S.A. COQUIMBO","ACTIVO",NA,44,0,2018-10-01,NA,"IPT COQUIMBO",": 76278814-4 TRANSPORTES FACTOR DISTRIBUCIÓN S.A.",44,"Entre 41 y 50","Establecimiento",2018,10,1,3,"Entre 2011 a 2020","04"
"Metropolitana",13050688,"SINDICATO DE ESTABLECIMIENTO DE TRABAJADORES DE LA UNIVERSIDAD TECNOLOGICA DE CHILE INACAP PUENTE ALTO (SITPAL)","ACTIVO",NA,67,28,2018-10-05,"853120 ENSEÑANZA SUPERIOR EN UNIVERSIDADES PRIVADAS","IPT CORDILLERA",": 72012000-3 UNIVERSIDAD TECNOLOGICA DE CHILE INACAP",95,"Entre 51 y 100","Establecimiento",2018,10,5,3,"Entre 2011 a 2020","13"
"Magallanes",12010372,"SINDICATO DE TRABAJADORES N°1 FUNDACION LA MILAGROSA","ACTIVO",NA,5,69,2018-10-05,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","IPT MAGALLANES (PUNTA ARENAS)",": 65111573-6 FUNDACION EDUCACIONAL LA MILAGROSA",74,"Entre 51 y 100","Establecimiento",2018,10,5,3,"Entre 2011 a 2020","12"
"Antofagasta",2011130,"SINDICATO DE EMPRESA MOVITEC, ESTABLECIMIENTO FAENA SPENCE","ACTIVO",NA,160,4,2018-10-04,"0 ACTIVIDADES NO ESPECIFICADAS","IPT ANTOFAGASTA",": 83385600-6 MOVIMIENTO DE TIERRA Y CONSTRUCCION S.A.",164,"Entre 101 y 200","Establecimiento",2018,10,4,3,"Entre 2011 a 2020","02"
"Antofagasta",2011132,"SINDICATO LIEBHERR CHILE SPA., ESTABLECIMIENTO LA NEGRA","ACTIVO","NULL",51,10,2018-10-05,NA,"IPT ANTOFAGASTA",": 77461750-7 LIEBHERR MINING CHILE LTDA",61,"Entre 51 y 100","Establecimiento",2018,10,5,3,"Entre 2011 a 2020","02"
"Metropolitana",13131050,"SINDICATO DE TRABAJADORES DE ESTABLECIMIENTO DE LA EMPRESA EASY RETAIL S.A. SAN BERNARDO","ACTIVO",NA,24,19,2018-10-17,NA,"IPT MAIPO (SAN BERNARDO)",": 76568660-1 EASY RETAIL S.A.",43,"Entre 41 y 50","Establecimiento",2018,10,17,3,"Entre 2011 a 2020","13"
"Arica y Parinacota",15010552,"SINDICATO ESTABLECIMIENTO DE TRABAJADORES FALABELLA ARICA","ACTIVO","NULL",48,90,2018-10-13,NA,"IPT ARICA",": 77261280-K FALABELLA RETAIL S.A.: 78636190-7 SERVICIOS GENERALES PROSEVAL SPA: 96579870-6 SERVICIOS GENERALES FALABELLA RETAIL SPA",138,"Entre 101 y 200","Establecimiento",2018,10,13,3,"Entre 2011 a 2020","15"
"O'Higgins",6010876,"SINDICATO DE TRABAJADORES DEL ESTABLECIMIENTO COLEGIO NAHUELCURA DE MACHALI DE LA EMPRESA CORPORACION EDUCACIONAL DE LA CONSTRUCCION","ACTIVO",NA,10,52,2018-10-19,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","IPT RANCAGUA",": 70912300-9 CORPORACION EDUCACIONAL DE LA CONSTRUCCION",62,"Entre 51 y 100","Establecimiento",2018,10,19,3,"Entre 2011 a 2020","06"
"Valparaíso",5061046,"SINDICATO DE EMPRESA RIPLEY STORE SPA., ESTABLECIMIENTO MALL MARINA ARAUCO VIÑA DEL MAR Nº 2","ACTIVO",NA,23,62,2018-10-23,"471910 VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS)","ICT VIÑA DEL MAR",": 76879810-9 RIPLEY STORE SPA",85,"Entre 51 y 100","Establecimiento",2018,10,23,3,"Entre 2011 a 2020","05"
"Atacama",3020183,"SINDICATO DE TRABAJADORES EMPRESA SCHWAGER SERVICE S.A. ESTABLECIMIENTO MANTOS VERDES","ACTIVO","947086652",54,1,2018-10-10,NA,"IPT CHAÑARAL",": 76145047-6 SCHWAGER SERVICE SA",55,"Entre 51 y 100","Establecimiento",2018,10,10,3,"Entre 2011 a 2020","03"
"Valparaíso",5061047,"SINDICATO DE EMPRESA KDM INDUSTRIAL ESTABLECIMIENTO ENAP REFINERIA ACONCAGUA CONCON","ACTIVO",NA,60,3,2018-10-19,"0 ACTIVIDADES NO ESPECIFICADAS","ICT VIÑA DEL MAR",": 76117512-2 KDM INDUSTRIAL S.A.",63,"Entre 51 y 100","Establecimiento",2018,10,19,3,"Entre 2011 a 2020","05"
"Coquimbo",4040437,"SINDICATO DE EMPRESA N°7 IV REGION DE LA EMPRESA DEMARCO","ACTIVO",NA,78,8,2018-10-24,"383009 RECUPERACIÓN Y RECICLAMIENTO DE OTROS DESPERDICIOS Y DESECHOS N.C.P.","IPT COQUIMBO",": 88277600-K DEMARCO S.A.",86,"Entre 51 y 100","Establecimiento",2018,10,24,3,"Entre 2011 a 2020","04"
"Metropolitana",13021499,"SINDICATO DE ESTABLECIMIENTO DE AUTOPISTA GESVIAL SUR DE LA EMPRESA GESTION VIAL S.A.","ACTIVO",NA,25,0,2018-10-27,NA,"ICT SANTIAGO SUR",": 96942440-1 GESTION VIAL S.A.",25,"40 o menos","Establecimiento",2018,10,27,3,"Entre 2011 a 2020","13"
"Metropolitana",13231199,"SINDICATO CENTRO DE DISTRIBUCION TRENDY QUILICURA","ACTIVO",NA,26,4,2018-11-05,"105000 ELABORACIÓN DE PRODUCTOS LÁCTEOS","ICT NORTE CHACABUCO",": 78109470-6 INDUSTRIA DE ALIMENTOS TRENDY S.A",30,"40 o menos","Establecimiento",2018,11,5,3,"Entre 2011 a 2020","13"
"Coquimbo",4020191,"SINDICATO DE ESTABLECIMIENTOS DE LA EMPRESA RENDIC HERMANOS S.A. LIBERTAD OVALLE","ACTIVO","NULL",8,21,2018-10-30,NA,"IPT LIMARI (OVALLE)",": 81537600-5 RENDIC HERMANOS S.A.",29,"40 o menos","Establecimiento",2018,10,30,3,"Entre 2011 a 2020","04"
"Antofagasta",2020703,"SINDICATO DE TRABAJADORES DE EMPRESA MINETEC, ESTABLECIMIENTO CHUQUICAMATA","ACTIVO",NA,50,0,2018-10-30,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 76009926-0 MINETEC S.A.",50,"Entre 41 y 50","Establecimiento",2018,10,30,3,"Entre 2011 a 2020","02"
"Antofagasta",2020704,"SINDICATO DE TRABAJADORES EMPRESA RFP LOGISTICA, ESTABLECIMIENTO CODELCO PROYECTO MINA CHUQUICAMATA SUBTERRANEA, CONTRATO N° 4501765529 CS-316","ACTIVO",NA,48,2,2018-10-30,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 77490350-K RFP LOGISTICA LTDA",50,"Entre 41 y 50","Establecimiento",2018,10,30,3,"Entre 2011 a 2020","02"
"Arica y Parinacota",15010554,"SINDICATO ESTABLECIMIENTO EMETEL","ACTIVO",NA,32,3,2018-10-26,"613090 OTROS SERVICIOS DE TELECOMUNICACIONES POR SATÉLITE N.C.P.","IPT ARICA",": 76008735-1 EMETEL LTDA.",35,"40 o menos","Establecimiento",2018,10,26,3,"Entre 2011 a 2020","15"
"Metropolitana",13231203,"SINDICATO DE ESTABLECIMIENTO DE TRABAJADORES DEL COLEGIO JUAN LUIS UNDURRAGA N°1 DE LA EMPRESA FUNDACION EDUCACIONAL BELEN","ACTIVO","NULL",14,37,2018-11-22,NA,"ICT NORTE CHACABUCO",": 74805100-7 FUNDACION EDUCACIONAL BELEN",51,"Entre 51 y 100","Establecimiento",2018,11,22,3,"Entre 2011 a 2020","13"
"Araucania",9050105,"SINDICATO DE TRABAJADORES NOVENA REGION DE LA EMPRESA GRANJA MARINA S.A.","ACTIVO","NULL",28,13,2018-11-28,"0 ACTIVIDADES NO ESPECIFICADAS","ICT VILLARRICA",": 87752000-5 GRANJA MARINA TORNAGALEONES S.A.",41,"Entre 41 y 50","Establecimiento",2018,11,28,3,"Entre 2011 a 2020","09"
"Los Lagos",10011215,"SINDICATO ESTABLECIMIENTO CONGREGACION SALESIANA PUERTO MONTT","ACTIVO","NULL",24,99,2018-12-03,"949100 ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS","IPT PUERTO MONTT",": 80230500-1 CONGREGACION SALESIANA INSPECTORIA SALESIANA",123,"Entre 101 y 200","Establecimiento",2018,12,3,3,"Entre 2011 a 2020","10"
"Valparaíso",5070145,"SINDICATO DE establecimiento TRABAJADORES REPRODUCTORA HUAQUEN","ACTIVO",NA,43,0,2018-11-29,"14601 CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE CARNE","IPT PETORCA (LA LIGUA)",": 82366700-0 SOPRAVAL S.A.",43,"Entre 41 y 50","Establecimiento",2018,11,29,3,"Entre 2011 a 2020","05"
"Tarapacá",1040035,"SINDICATO DE TRABAJADORES KCC","ACTIVO",NA,28,2,2018-12-04,"0 ACTIVIDADES NO ESPECIFICADAS","ICT ALTOHOSPICIO",": 77260520-K KOMATSU CUMMINS CHILE LTDA",30,"40 o menos","Establecimiento",2018,12,4,3,"Entre 2011 a 2020","01"
"Atacama",3010564,"SINDICATO DE TRABAJADORES DE EMPRESA SIEMENS S.A., ESTABLECIMIENTO MINERA CASERONES","ACTIVO","974892042",27,1,2018-12-07,"429000 CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL","IPT COPIAPO",": 94995000-K SIEMENS SOCIEDAD ANONIMA",28,"40 o menos","Establecimiento",2018,12,7,3,"Entre 2011 a 2020","03"
"Coquimbo",4040438,"SINDICATO DE EMPRESA TOTTUS COQUIMBO","ACTIVO",NA,4,40,2018-12-03,"463011 VENTA AL POR MAYOR DE FRUTAS Y VERDURAS","IPT COQUIMBO",": 78627210-6 HIPERMERCADOS TOTTUS S.A.",44,"Entre 41 y 50","Establecimiento",2018,12,3,3,"Entre 2011 a 2020","04"
"Antofagasta",2011158,"SINDICATO TRABAJADORES BROADSPECTRUM ESTABLECIMIENTO ZALDIVAR","ACTIVO",NA,42,2,2018-12-11,"702000 ACTIVIDADES DE CONSULTORÍA DE GESTIÓN","IPT ANTOFAGASTA",": 65095729-6 BROADSPECTRUM CHILE SPA",44,"Entre 41 y 50","Establecimiento",2018,12,11,3,"Entre 2011 a 2020","02"
"Atacama",3020184,"SINDICATO DE EMPRESA SCHWAGER SERVICE, ESTABLECIMIENTO EL SALVADOR","ACTIVO","996145992",52,1,2018-12-14,"711002 EMPRESAS DE SERVICIOS DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA ","IPT CHAÑARAL",": 76145047-6 SCHWAGER SERVICE SA",53,"Entre 51 y 100","Establecimiento",2018,12,14,3,"Entre 2011 a 2020","03"
